DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211209753,04/04/2021 12:00:00 AM,04/04/2021 12:00:00 AM,2130,12,77th Street,1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 1313 1309 1310,30,M,H,101,STREET,115.0,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,230,,,,58TH                         ST,E  KANSAS,33.9883,-118.2936
210608370,04/13/2021 12:00:00 AM,03/31/2021 12:00:00 AM,1230,6,Hollywood,635,2,354,THEFT OF IDENTITY,0930 0929 1822,37,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900    GRACE                        AV,,34.1052,-118.3322
210318169,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,400,3,Southwest,333,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 2021 0334 0416 0445 0449 1206 1814 2007,53,M,O,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,2900    SOMERSET                     DR,,34.0276,-118.3374
211410933,05/03/2021 12:00:00 AM,05/02/2021 12:00:00 AM,2100,14,Pacific,1494,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0358 0329 1300,57,M,H,102,SIDEWALK,,,IC,Invest Cont,745,,,,10700    PERSHING                     DR,,33.9352,-118.431
211914125,10/06/2021 12:00:00 AM,10/05/2021 12:00:00 AM,1700,19,Mission,1995,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2032,87,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,7800    VAN NUYS                     BL,,34.2117,-118.4488
212018105,12/10/2021 12:00:00 AM,12/07/2021 12:00:00 AM,1000,20,Olympic,2024,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1822,28,M,K,101,STREET,,,IC,Invest Cont,330,,,,S  ARDMORE                      AV,W  6TH                          ST,34.0636,-118.3016
220615631,09/03/2022 12:00:00 AM,08/26/2022 12:00:00 AM,1430,6,Hollywood,638,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,6200    FRANKLIN                     AV,,34.1052,-118.324
220414860,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,1340,4,Hollenbeck,426,2,624,BATTERY - SIMPLE ASSAULT,0400 0447,46,M,H,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4800 E  HUNTINGTON DR,,34.0886,-118.1724
220907515,04/03/2022 12:00:00 AM,04/03/2022 12:00:00 AM,1430,9,Van Nuys,939,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0408 0447 0444 0429 0448,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,13000    OXNARD                       ST,,34.1794,-118.4161
231417211,09/06/2023 12:00:00 AM,11/16/2022 12:00:00 AM,1200,14,Pacific,1407,2,354,THEFT OF IDENTITY,0377,30,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3800    DUNN                         DR,,34.0229,-118.3995
221710278,06/17/2022 12:00:00 AM,06/17/2022 12:00:00 AM,1730,17,Devonshire,1763,2,901,VIOLATION OF RESTRAINING ORDER,2038 0447 1202 0913 0416 0602 0561,66,F,O,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,901,,,,20000    TIPICO                       ST,,34.2567,-118.5689
220416104,12/08/2022 12:00:00 AM,12/07/2022 12:00:00 AM,945,4,Hollenbeck,424,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,23,M,W,101,STREET,,,IC,Invest Cont,420,,,,MULTNOMAH                    ST,SOTO                         ST,34.07,-118.1998
221505187,01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,1930,15,N Hollywood,1549,2,624,BATTERY - SIMPLE ASSAULT,0416,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5400    TUJUNGA                      AV,,34.1685,-118.379
221014718,10/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,2045,10,West Valley,1094,1,310,BURGLARY,1822 0216 0206 1609,57,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,18500    MARBELLA                     LN,,34.1403,-118.5331
221804583,01/12/2022 12:00:00 AM,01/12/2022 12:00:00 AM,1700,18,Southeast,1806,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1275,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,900 E  91ST                         ST,,33.9538,-118.2586
220205594,02/07/2022 12:00:00 AM,02/06/2022 12:00:00 AM,1630,2,Rampart,216,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,2300    BELLEVUE                     AV,,34.074,-118.2692
220510286,06/17/2022 12:00:00 AM,06/16/2022 12:00:00 AM,1000,5,Harbor,511,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 W  PACIFIC COAST                HY,,33.7895,-118.3071
221908445,04/19/2022 12:00:00 AM,04/19/2022 12:00:00 AM,200,19,Mission,1907,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,67,M,H,101,STREET,,,IC,Invest Cont,331,,,,13400    HUBBARD                      ST,,34.3115,-118.4257
220304726,01/17/2022 12:00:00 AM,01/17/2022 12:00:00 AM,2100,3,Southwest,315,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0340 0446 1309 0329,40,M,B,719,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2400 S  ST ANDREWS                   PL,,34.0347,-118.3113
220511735,07/25/2022 12:00:00 AM,07/25/2022 12:00:00 AM,1655,5,Harbor,524,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 0400 1813 2000 0913,31,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,300    KING                         AV,,33.7731,-118.2749
220710867,06/25/2022 12:00:00 AM,06/22/2022 12:00:00 AM,2000,7,Wilshire,777,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800    BUCKINGHAM                   RD,,34.0419,-118.3352
220211457,05/24/2022 12:00:00 AM,05/21/2022 12:00:00 AM,1205,2,Rampart,212,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300 N  WESTMORELAND                 AV,,34.0763,-118.288
221512178,07/12/2022 12:00:00 AM,07/12/2022 12:00:00 AM,600,15,N Hollywood,1539,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1402 2004 1218 1307 0447 1309 1414,72,M,W,122,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,998.0,,,BURBANK,CAHUENGA,34.1721,-118.3616
220807097,03/10/2022 12:00:00 AM,03/10/2022 12:00:00 AM,1300,8,West LA,823,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,38,F,H,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,900    VIA DE LA PAZ,,34.0471,-118.5271
221908678,04/25/2022 12:00:00 AM,04/25/2022 12:00:00 AM,1000,19,Mission,1998,2,624,BATTERY - SIMPLE ASSAULT,0444 0448 1822,68,M,O,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8200    VAN NUYS                     BL,,34.2153,-118.4409
221117947,12/29/2022 12:00:00 AM,12/28/2022 12:00:00 AM,2330,11,Northeast,1128,2,624,BATTERY - SIMPLE ASSAULT,0400 0446 0913,33,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6300    YORK                         BL,,34.1148,-118.1826
221819633,10/25/2022 12:00:00 AM,10/25/2022 12:00:00 AM,810,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,108TH,CENTRAL                      AV,33.9345,-118.2623
222007336,03/20/2022 12:00:00 AM,03/20/2022 12:00:00 AM,120,20,Olympic,2036,1,330,BURGLARY FROM VEHICLE,0344 0416 2004 0400 1300 0913 1609,26,M,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,S  VERMONT                      AV,W  8TH                          ST,34.0578,-118.2916
221115868,11/02/2022 12:00:00 AM,11/01/2022 12:00:00 AM,1,11,Northeast,1132,2,354,THEFT OF IDENTITY,1501 0100 0344 1822 0922,45,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000    RIVERSIDE                    DR,,34.1119,-118.2664
220111819,05/07/2022 12:00:00 AM,05/07/2022 12:00:00 AM,130,1,Central,144,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,30,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 W  4TH                          ST,,34.0481,-118.2472
221223960,11/22/2022 12:00:00 AM,11/22/2022 12:00:00 AM,1000,12,77th Street,1215,1,210,ROBBERY,0913 2000 1813 0447 0429 0344,20,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,1000 W  56TH                         ST,,33.9914,-118.2915
221708483,05/05/2022 12:00:00 AM,05/05/2022 12:00:00 AM,815,17,Devonshire,1777,2,888,TRESPASSING,2004 1822 0345 1501,53,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,,,,16300    LASSEN                       ST,,34.2502,-118.487
221319446,10/17/2022 12:00:00 AM,10/14/2022 12:00:00 AM,1900,13,Newton,1325,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,27TH                         ST,CENTRAL                      AV,34.0175,-118.2548
220909262,05/17/2022 12:00:00 AM,05/15/2022 12:00:00 AM,1743,9,Van Nuys,964,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,75,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
220123546,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,130,1,Central,109,1,210,ROBBERY,0354 1822 0370 0400 1300 1310 0344,22,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,BROADWAY,ELYSIAN PARK,34.0752,-118.2276
220712966,08/16/2022 12:00:00 AM,08/15/2022 12:00:00 AM,930,7,Wilshire,773,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 S  COCHRAN                      AV,,34.0447,-118.3538
221906687,03/08/2022 12:00:00 AM,03/08/2022 12:00:00 AM,1540,19,Mission,1936,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,28,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,11500    AMBOY                        AV,,34.279,-118.4501
220415983,12/04/2022 12:00:00 AM,12/04/2022 12:00:00 AM,840,4,Hollenbeck,455,2,624,BATTERY - SIMPLE ASSAULT,0416 0400,30,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CESAR E CHAVEZ               AV,ST LOUIS,34.0485,-118.2115
222009304,04/29/2022 12:00:00 AM,04/29/2022 12:00:00 AM,700,20,Olympic,2055,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,53,M,K,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,745,,,,1000    DEWEY                        AV,,34.0509,-118.2979
222008701,04/03/2022 12:00:00 AM,04/03/2022 12:00:00 AM,1,20,Olympic,2046,2,354,THEFT OF IDENTITY,1822 0100 0935 0922,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 S  BERENDO                      ST,,34.0559,-118.2941
221110797,06/20/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1345,11,Northeast,1139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1300 0329,67,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,6200    HAYES                        AV,,34.1119,-118.186
221717350,12/08/2022 12:00:00 AM,10/19/2022 12:00:00 AM,200,17,Devonshire,1716,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,57,F,O,104,DRIVEWAY,,,IC,Invest Cont,745,,,,17100    BIRCHER                      ST,,34.282,-118.5057
221914534,09/16/2022 12:00:00 AM,09/15/2022 12:00:00 AM,1600,19,Mission,1995,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,47,M,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,7800    VAN NUYS                     BL,,34.2117,-118.4488
220104759,01/14/2022 12:00:00 AM,01/14/2022 12:00:00 AM,533,1,Central,119,2,755,BOMB SCARE,0404 0910 1822,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,755,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
220411723,08/06/2022 12:00:00 AM,08/06/2022 12:00:00 AM,1040,4,Hollenbeck,443,2,888,TRESPASSING,2004,0,M,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,888,,,,1100    CORNWELL                     ST,,34.0556,-118.2051
220700780,08/01/2022 12:00:00 AM,08/01/2022 12:00:00 AM,130,7,Wilshire,766,1,121,"RAPE, FORCIBLE",0500 0515 0527 0913 1415 1823 0413 0533 1409,50,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998.0,,,PICO,WEST                         BL,34.0485,-118.3334
230305885,02/06/2023 12:00:00 AM,06/21/2022 12:00:00 AM,1,3,Southwest,363,2,354,THEFT OF IDENTITY,0100 1822 0928,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4200    SANTA ROSALIA                DR,,34.0128,-118.3447
220211500,05/25/2022 12:00:00 AM,05/23/2022 12:00:00 AM,1900,2,Rampart,269,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 1307 0329,31,M,C,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
222012135,07/10/2022 12:00:00 AM,07/10/2022 12:00:00 AM,1050,20,Olympic,2027,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 1813 1814 0352 0359,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,500 S  NEW HAMPSHIRE                AV,,34.0654,-118.2929
231405333,02/02/2023 12:00:00 AM,12/01/2022 12:00:00 AM,1200,14,Pacific,1459,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0408 2000 0913,25,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,4600    SAWTELLE                     BL,,34.0006,-118.4085
232007019,03/16/2023 12:00:00 AM,10/08/2022 12:00:00 AM,1400,20,Olympic,2042,2,662,"BUNCO, GRAND THEFT",0701 0913 1300,0,X,X,255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",,,AO,Adult Other,662,,,,900 S  WESTERN                      AV,,34.0564,-118.3131
221717907,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1900,17,Devonshire,1754,2,903,CONTEMPT OF COURT,2038 2000 0913 1814 1501,47,F,B,101,STREET,,,AO,Adult Other,903,,,,10200    ETIWANDA                     AV,,34.2555,-118.5323
220409473,06/04/2022 12:00:00 AM,06/04/2022 12:00:00 AM,10,4,Hollenbeck,424,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0446 0416 0913 2000 1310,35,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,3500 N  MISSION                      RD,,34.0671,-118.204
220217762,10/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1345,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100    WITMER                       ST,,34.0622,-118.2607
220322272,12/23/2022 12:00:00 AM,12/23/2022 12:00:00 AM,2255,3,Southwest,356,1,210,ROBBERY,0202 1822 0444 0325 0104 0945 0344,21,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1700 W  JEFFERSON                    BL,,34.0256,-118.3061
220510744,06/29/2022 12:00:00 AM,06/28/2022 12:00:00 AM,900,5,Harbor,585,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,24,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,1000 W  20TH                         ST,,33.7261,-118.299
220105682,01/29/2022 12:00:00 AM,01/29/2022 12:00:00 AM,1930,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0411 1822 1218 2004 1259,17,M,B,102,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,230,,,,400 E  7TH                          ST,,34.0421,-118.2469
221210021,04/15/2022 12:00:00 AM,04/15/2022 12:00:00 AM,1330,12,77th Street,1232,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1822 0342 0430 1309 0216,18,X,X,108,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,3100 W  59TH                         ST,,33.9872,-118.3264
221408036,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,830,14,Pacific,1483,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,34,M,W,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,REDLANDS,GULANA,33.9581,-118.434
220107057,02/22/2022 12:00:00 AM,02/22/2022 12:00:00 AM,800,1,Central,195,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,0,M,O,101,STREET,,,IC,Invest Cont,330,,,,1300 S  BROADWAY,,34.0371,-118.2611
222110729,06/20/2022 12:00:00 AM,06/19/2022 12:00:00 AM,2130,21,Topanga,2157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,20600    LEMAY                        ST,,34.1913,-118.5831
221904944,01/26/2022 12:00:00 AM,01/09/2022 12:00:00 AM,1200,19,Mission,1952,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,65,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,10000    LANGDON                      AV,,34.2519,-118.4697
221314704,07/19/2022 12:00:00 AM,07/16/2022 12:00:00 AM,1400,13,Newton,1352,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,53,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 E  43RD                         ST,,34.0057,-118.2714
220706022,02/23/2022 12:00:00 AM,02/05/2022 12:00:00 AM,1812,7,Wilshire,724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0378,21,X,X,415,THE GROVE,,,IC,Invest Cont,341,,,,100    THE GROVE                    DR,,34.0736,-118.3563
220815985,10/24/2022 12:00:00 AM,08/20/2022 12:00:00 AM,2130,8,West LA,842,2,624,BATTERY - SIMPLE ASSAULT,0356 0419,44,F,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11600    WILSHIRE                     BL,,34.0505,-118.4596
220318665,10/18/2022 12:00:00 AM,09/08/2022 12:00:00 AM,800,3,Southwest,398,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 W  MARTIN LUTHER KING JR        BL,,34.0111,-118.2859
221208789,03/27/2022 12:00:00 AM,03/27/2022 12:00:00 AM,1300,12,77th Street,1248,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 1300 0444,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,800 W  66TH                         ST,,33.9792,-118.2871
220605060,01/25/2022 12:00:00 AM,01/24/2022 12:00:00 AM,1930,6,Hollywood,649,1,310,BURGLARY,0344 0400 0329 1822 2004,31,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,1600 N  NORMANDIE                    AV,,34.0999,-118.3038
220211568,06/08/2022 12:00:00 AM,06/07/2022 12:00:00 AM,2200,2,Rampart,248,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,HARTFORD                     AV,68TH                         ST,34.0579,-118.2649
221014388,09/23/2022 12:00:00 AM,09/23/2022 12:00:00 AM,2100,10,West Valley,1043,2,623,BATTERY POLICE (SIMPLE),1212 1402 1822 0416,0,M,O,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,,,RESEDA,OXNARD,34.18,-118.536
220312730,06/24/2022 12:00:00 AM,06/23/2022 12:00:00 AM,2100,3,Southwest,312,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2800 S  ORANGE                       DR,,34.0293,-118.3545
221912566,07/28/2022 12:00:00 AM,07/28/2022 12:00:00 AM,1920,19,Mission,1907,2,354,THEFT OF IDENTITY,0929,55,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12800    CHIPPEWA                     ST,,34.2996,-118.4158
221110316,06/12/2022 12:00:00 AM,06/11/2022 12:00:00 AM,2235,11,Northeast,1179,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2028 1822 0334 0416,30,M,O,402,MARKET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,100 E  AVENUE 40,,34.0921,-118.2105
220307069,03/07/2022 12:00:00 AM,02/07/2022 12:00:00 AM,1,3,Southwest,362,2,354,THEFT OF IDENTITY,0100 1822 0922,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3700    CHESAPEAKE                   AV,,34.017,-118.3477
221211435,05/08/2022 12:00:00 AM,05/08/2022 12:00:00 AM,1624,12,77th Street,1257,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0407,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,400 W  78TH                         ST,,33.9689,-118.2814
220712648,08/08/2022 12:00:00 AM,08/08/2022 12:00:00 AM,1800,7,Wilshire,783,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0429 0913,38,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,2300 S  REDONDO                      BL,,34.037,-118.3592
221317900,09/19/2022 12:00:00 AM,09/18/2022 12:00:00 AM,900,13,Newton,1377,2,888,TRESPASSING,0913 0432,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1500 E  54TH                         ST,,33.9939,-118.2478
220714649,09/27/2022 12:00:00 AM,09/27/2022 12:00:00 AM,730,7,Wilshire,765,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,26,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1200 S  CITRUS                       AV,,34.0533,-118.3426
222109714,05/25/2022 12:00:00 AM,05/24/2022 12:00:00 AM,2245,21,Topanga,2185,1,480,BIKE - STOLEN,1420 0344,53,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,22100    COSTANSO                     ST,,34.1676,-118.6082
222013549,08/13/2022 12:00:00 AM,08/11/2022 12:00:00 AM,2320,20,Olympic,2049,1,210,ROBBERY,0400 0416 0417 0344 1822,25,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2600    JAMES M WOOD                 BL,,34.0559,-118.2842
220206662,03/04/2022 12:00:00 AM,03/03/2022 12:00:00 AM,1700,2,Rampart,257,1,441,THEFT PLAIN - ATTEMPT,1202 1822 0100,68,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,441,,,,1200 W  7TH                          ST,,34.0552,-118.2675
222012864,07/22/2022 12:00:00 AM,07/22/2022 12:00:00 AM,1835,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0319 1237,37,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,SERRANO,34.0636,-118.296
220714941,10/03/2022 12:00:00 AM,10/01/2022 12:00:00 AM,2001,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,21,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
221614461,11/21/2022 12:00:00 AM,11/18/2022 12:00:00 AM,700,16,Foothill,1661,1,310,BURGLARY,0344 1822,40,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,12900    BRANFORD                     ST,,34.2409,-118.4132
221112468,08/08/2022 12:00:00 AM,08/06/2022 12:00:00 AM,1700,11,Northeast,1149,2,354,THEFT OF IDENTITY,1822 0922 1402,0,M,H,602,BANK,,,IC,Invest Cont,354,998.0,,,5500 N  FIGUEROA                     ST,,34.1081,-118.1958
